BeachName,DNRID,Date,Ecoli_1dGM,Ecoli_30dGM,Ecoli_units,Entero_avg_cfu,Microcystin_ugL,Cylindro_ugL,Anatoxin_ugL,ClosureYN,ClosureReason,MonitoringOrg
Baker - Main,27-0176,2016-06-20,73,12.02,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-06-20,0.5,1.15,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-06-20,4,6.32,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-06-20,10,4.64,mpn,,,,,N,,TRPD
Auburn,10-0044,2016-06-27,11,2.48,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-06-27,13,8.64,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-06-27,68,41.56,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-06-27,5,12.68,mpn,,,,,N,,TRPD
Fish,27-0118,2016-06-27,4,2.3,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-06-27,4,30.89,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-06-27,10,19.05,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-06-27,1,0.76,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-06-28,0.5,3.99,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-06-28,3,3.73,mpn,,,,,N,,TRPD
French,27-0104,2016-06-29,22,,mpn,,,,,N,,TRPD
Auburn,10-0044,2016-07-05,1,2.85,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-07-05,172,21.05,mpn,,,,,N,,TRPD
French,27-0104,2016-07-05,4,21.73,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-07-05,5,36.95,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-07-05,3,8.23,mpn,,,,,N,,TRPD
Fish,27-0118,2016-07-05,8,3.48,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-07-05,2,28.48,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-07-05,3,17.99,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-07-05,1,0.66,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-07-05,1,2.35,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-07-05,4,4.92,mpn,,,,,N,,TRPD
Auburn,10-0044,2016-07-11,2,1.86,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-07-11,365,78.69,mpn,,,,,N,,TRPD
French,27-0104,2016-07-11,45,20.52,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-07-11,21,32.82,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-07-11,27,10.78,mpn,,,,,N,,TRPD
Fish,27-0118,2016-07-11,21,4.85,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-07-11,8,12.1,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-07-11,4,9.74,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-07-11,3,0.94,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-07-12,1,1.89,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-07-12,5,4.13,mpn,,,,,N,,TRPD
Auburn,10-0044,2016-07-18,291,5.77,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-07-18,12,59.63,mpn,,,,,N,,TRPD
French,27-0104,2016-07-18,161,31.8,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-07-18,6,19.27,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-07-18,20,7.54,mpn,,,,,N,,TRPD
Fish,27-0118,2016-07-18,55,9.41,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-07-18,4,6.52,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-07-18,5,8.48,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-07-18,1,1.08,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-07-18,5,1.58,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-07-18,3,4.48,mpn,,,,,N,,TRPD
Auburn,10-0044,2016-07-25,0.5,5.02,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-07-25,12,41.12,mpn,,,,,N,,TRPD
French,27-0104,2016-07-25,84,35.14,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-07-25,126,22.2,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-07-25,39,12.59,mpn,,,,,N,,TRPD
Fish,27-0118,2016-07-25,7,12.09,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-07-25,548,10.7,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-07-25,8,5.45,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-07-25,30,2.46,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-07-26,461,4.1,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-07-26,3,3.52,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-08-01,2421,11.69,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2016-08-01,3,3.87,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-08-01,172,68.92,mpn,,,,,N,,TRPD
French,27-0104,2016-08-01,138,50.73,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-08-01,147,25.91,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-08-01,816,34.87,mpn,,,,,N,,TRPD
Fish,27-0118,2016-08-01,16,15.96,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-08-01,88,19.86,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-08-01,19,6.19,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-08-01,308,14.8,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-08-01,1,2.83,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-08-02,73,27.56,mpn,,,,,N,,TRPD
Fish,27-0118,2016-08-08,1986,48.08,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2016-08-08,1,3.87,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-08-08,167,68.51,mpn,,,,,N,,TRPD
French,27-0104,2016-08-08,291,119.57,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-08-08,56,42,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-08-08,187,79.69,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-08-08,1,17.29,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-08-08,3,6.19,mpn,,,,,N,,TRPD
Rebecca,27-0192,2016-08-08,8,33.54,mpn,,,,,N,,TRPD
Fish,27-0118,2016-08-09,214,76.49,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-08-09,249,44.62,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-08-09,4,2.83,mpn,,,,,N,,TRPD
French,27-0104,2016-08-15,980,221.42,mpn,,,,,Y,ecoli_30dayGM,TRPD
Rebecca,27-0192,2016-08-15,2421,159.33,mpn,,,,,Y,ecoli_1dayGM,TRPD
Cleary,70-0022,2016-08-15,1986,203.74,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2016-08-15,0.5,2.94,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-08-15,73,49.66,mpn,,,,,N,,TRPD
Medicine West,27-0104,2016-08-15,192,65.38,mpn,,,,,N,,TRPD
Parkers,27-0107,2016-08-15,133,109.62,mpn,,,,,N,,TRPD
Fish,27-0118,2016-08-15,9,53.26,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-08-15,54,25.32,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-08-15,5,6.48,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-08-15,5,2.83,mpn,,,,,N,,TRPD
French,27-0104,2016-08-22,98,200.49,mpn,,,,,Y,ecoli_30dayGM,TRPD
Medicine West,27-0104,2016-08-22,727,170.66,mpn,,,,,Y,ecoli_30dayGM,TRPD
Parkers,27-0107,2016-08-22,228,178.35,mpn,,,,,Y,ecoli_30dayGM,TRPD
Rebecca,27-0192,2016-08-22,1733,358.62,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2016-08-22,1,0.94,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-08-22,96,75.27,mpn,,,,,N,,TRPD
Fish,27-0118,2016-08-22,345,116.12,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-08-22,22,35.61,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-08-22,11,7.58,mpn,,,,,N,,TRPD
Cleary,70-0022,2016-08-23,345,475.17,mpn,,,,,Y,ecoli_30dayGM,TRPD
Cedar,70-0091,2016-08-23,15,3.9,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-08-29,260,139.24,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2016-08-29,34,167.32,mpn,,,,,Y,ecoli_30dayGM,TRPD
Medicine West,27-0104,2016-08-29,579,231.53,mpn,,,,,Y,ecoli_30dayGM,TRPD
Parkers,27-0107,2016-08-29,816,327.64,mpn,,,,,Y,ecoli_30dayGM,TRPD
Fish,27-0118,2016-08-29,313,210.47,mpn,,,,,Y,ecoli_30dayGM,TRPD
Rebecca,27-0192,2016-08-29,1986,344.7,mpn,,,,,Y,ecoli_1dayGM,TRPD
Cleary,70-0022,2016-08-29,46,299.68,mpn,,,,,Y,ecoli_30dayGM,TRPD
Auburn,10-0044,2016-08-29,8,1.64,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2016-08-29,1,10.09,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2016-08-29,9,7.76,mpn,,,,,N,,TRPD
Cedar,70-0091,2016-08-29,16,5.45,mpn,,,,,N,,TRPD
French,27-0104,2016-08-31,172,174.85,mpn,,,,,Y,ecoli_30dayGM,TRPD
Fish,27-0118,2016-08-31,260,140.15,mpn,,,,,Y,ecoli_30dayGM,TRPD
Bryant,27-0067,2016-08-31,91,122.59,mpn,,,,,N,,TRPD
Bryant,27-0067,2016-09-02,49,95.93,mpn,,,,,N,,TRPD
French,27-0104,2016-09-02,16,97.88,mpn,,,,,N,,TRPD
Fish,27-0118,2016-09-02,34,97.01,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-05-22,2,,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-05-22,8,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-05-22,22,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-05-22,66,,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-05-22,17,,mpn,,,,,N,,TRPD
Fish,27-0118,2017-05-22,9,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-05-22,6,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-05-22,16,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-05-22,3,,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-05-22,57,,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-05-22,86,,mpn,,,,,N,,TRPD
French,27-0104,2017-05-24,9,,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-05-30,1,,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-05-30,2,,mpn,,,,,N,,TRPD
French,27-0104,2017-05-30,13,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-05-30,96,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-05-30,308,,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-05-30,1,,mpn,,,,,N,,TRPD
Fish,27-0118,2017-05-30,3,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-05-30,1,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-05-30,26,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-05-30,1,,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-05-31,26,,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-05-31,37,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-06-01,99,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-06-05,1414,,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2017-06-05,5,,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-06-05,56,,mpn,,,,,N,,TRPD
French,27-0104,2017-06-05,18,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-06-05,5,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-06-05,23,,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-06-05,9,,mpn,,,,,N,,TRPD
Fish,27-0118,2017-06-05,4,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-06-05,17,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-06-05,5,,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-06-05,19,,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-06-05,3,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-06-06,10,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-06-07,1,8.42,mpn,,,,,N,,TRPD
French,27-0104,2017-06-12,2420,,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2017-06-12,12,,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-06-12,172,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-06-12,98,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-06-12,14,57.85,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-06-12,25,,mpn,,,,,N,,TRPD
Fish,27-0118,2017-06-12,365,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-06-12,16,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-06-12,19,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-06-12,8,10.25,mpn,,,,,N,,TRPD
French,27-0104,2017-06-13,17,38.69,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-06-13,36,,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-06-13,517,,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-06-19,3,3.25,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-06-19,7,16.09,mpn,,,,,N,,TRPD
French,27-0104,2017-06-19,12,40.98,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-06-19,88,39.07,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-06-19,54,55.58,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-06-19,6,7.45,mpn,,,,,N,,TRPD
Fish,27-0118,2017-06-19,5,11.45,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-06-19,6,6.28,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-06-19,2,9.54,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-06-19,1,10.25,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-06-19,4,20.97,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-06-19,3,27.17,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-06-26,6,4.04,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-06-26,11,17.15,mpn,,,,,N,,TRPD
French,27-0104,2017-06-26,67,56.88,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-06-26,55,46.93,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-06-26,14,29.95,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-06-26,4,5.58,mpn,,,,,N,,TRPD
Fish,27-0118,2017-06-26,3,9.19,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-06-26,1,4.39,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-06-26,1,5.48,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-06-26,1,2.4,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-06-27,1,9.34,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-06-27,101,28.06,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-07-05,12,6.65,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-07-05,57,33.51,mpn,,,,,N,,TRPD
French,27-0104,2017-07-05,199,91.98,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-07-05,55,41.98,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-07-05,66,27.62,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-07-05,1,5.58,mpn,,,,,N,,TRPD
Fish,27-0118,2017-07-05,5,10.18,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-07-05,49,9.56,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-07-05,19,5.15,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-07-05,3,1.89,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-07-05,5,6.72,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-07-05,19,24.56,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-07-10,10,7.63,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-07-10,58,33.75,mpn,,,,,N,,TRPD
French,27-0104,2017-07-10,38,40.07,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-07-10,19,54.83,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-07-10,16,25.68,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-07-10,54,7.98,mpn,,,,,N,,TRPD
Fish,27-0118,2017-07-10,61,17.56,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-07-10,1,5.43,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-07-10,2,4.28,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-07-10,1,1.89,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-07-11,649,13.61,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-07-11,11,31.84,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-07-17,2,5.33,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-07-17,23,22.57,mpn,,,,,N,,TRPD
French,27-0104,2017-07-17,22,42.2,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-07-17,24,41.38,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-07-17,21,27.85,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-07-17,2,4.82,mpn,,,,,N,,TRPD
Fish,27-0118,2017-07-17,3,6.72,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-07-17,3,3.88,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-07-17,6,3.4,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-07-17,5,1.72,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-07-17,3,8.28,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-07-17,2,10.48,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-07-24,1,4.28,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-07-24,105,38.79,mpn,,,,,N,,TRPD
French,27-0104,2017-07-24,23,48.06,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-07-24,44,36.03,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-07-24,10,19.88,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-07-24,23,6.3,mpn,,,,,N,,TRPD
Fish,27-0118,2017-07-24,10,7.72,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-07-24,2,3.12,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-07-24,5,4.09,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-07-24,37,3.54,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-07-25,2,7.21,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-07-25,131,22.31,mpn,,,,,N,,TRPD
Auburn,10-0044,2017-07-31,1,2.99,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-07-31,194,68.87,mpn,,,,,N,,TRPD
French,27-0104,2017-07-31,1046,83.27,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-07-31,11,26.11,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-07-31,3,14.61,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-07-31,155,13.09,mpn,,,,,N,,TRPD
Fish,27-0118,2017-07-31,117,16.07,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-07-31,3,3.88,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-07-31,46,8.79,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-07-31,167,9.85,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-07-31,8,10.93,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-07-31,3,11.04,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-08-07,2420,37.56,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2017-08-07,1,1.82,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-08-07,727,114.59,mpn,,,,,N,,TRPD
French,27-0104,2017-08-07,579,103.09,mpn,,,,,N,,TRPD
Medicine East,27-0104,2017-08-07,74,27.71,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-08-07,5,8.72,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-08-07,122,34.23,mpn,,,,,N,,TRPD
Fish,27-0118,2017-08-07,20,21.2,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-08-07,3,2.22,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-08-07,166,13.56,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-08-08,2420,178.44,mpn,,,,,Y,ecoli_1dayGM,TRPD
Cleary,70-0022,2017-08-08,219,23.27,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-08-08,6,8.77,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-08-14,1120,207.15,mpn,,,,,Y,ecoli_30dayGM,TRPD
Medicine East,27-0104,2017-08-14,2420,73.05,mpn,,,,,Y,ecoli_1dayGM,TRPD
French,27-0104,2017-08-14,115,128.65,mpn,,,,,Y,ecoli_30dayGM,TRPD
Rebecca,27-0192,2017-08-14,81,311.46,mpn,,,,,Y,ecoli_30dayGM,TRPD
Cleary,70-0022,2017-08-14,1553,27.71,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2017-08-14,1,1.15,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-08-14,2,5.75,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-08-14,201,44.52,mpn,,,,,N,,TRPD
Fish,27-0118,2017-08-14,261,28.35,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-08-14,9,3.45,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-08-14,46,25.38,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-08-14,6,7.77,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-08-16,1300,464.23,mpn,,,,,Y,ecoli_1dayGM,TRPD
Medicine East,27-0104,2017-08-16,2420,183.8,mpn,,,,,Y,ecoli_1dayGM,TRPD
French,27-0104,2017-08-16,79,166.13,mpn,,,,,Y,ecoli_30dayGM,TRPD
Rebecca,27-0192,2017-08-16,67,350.74,mpn,,,,,Y,ecoli_30dayGM,TRPD
Cleary,70-0022,2017-08-16,101,55.98,mpn,,,,,N,,TRPD
French,27-0104,2017-08-17,2420,421.57,mpn,,,,,Y,ecoli_1dayGM,TRPD
Rebecca,27-0192,2017-08-17,34,255.11,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2017-08-18,75.9,249.47,mpn,,,,,Y,ecoli_30dayGM,TRPD
Rebecca,27-0192,2017-08-18,4.1,71.21,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-08-21,2420,869.49,mpn,,,,,Y,ecoli_1dayGM,TRPD
French,27-0104,2017-08-21,32,139.8,mpn,,,,,Y,ecoli_30dayGM,TRPD
Auburn,10-0044,2017-08-21,5,1.38,mpn,,,,,N,,TRPD
Medicine West,27-0104,2017-08-21,105,7.94,mpn,,,,,N,,TRPD
Parkers,27-0107,2017-08-21,70,90.64,mpn,,,,,N,,TRPD
Fish,27-0118,2017-08-21,219,66.87,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-08-21,16,4.82,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-08-21,34,35.91,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-08-21,10,23.76,mpn,,,,,N,,TRPD
French,27-0104,2017-08-22,142,145.82,mpn,,,,,Y,ecoli_30dayGM,TRPD
Cleary,70-0022,2017-08-22,10,77.23,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-08-22,67,15.68,mpn,,,,,N,,TRPD
French,27-0104,2017-08-23,56,136.12,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2017-08-24,35,58.34,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-08-28,50,662.97,mpn,,,,,Y,ecoli_30dayGM,TRPD
Medicine West,27-0104,2017-08-28,1553,21.77,mpn,,,,,Y,ecoli_1dayGM,TRPD
Parkers,27-0107,2017-08-28,186,137.69,mpn,,,,,Y,ecoli_30dayGM,TRPD
Auburn,10-0044,2017-08-28,4,1.82,mpn,,,,,N,,TRPD
French,27-0104,2017-08-28,249,73.99,mpn,,,,,N,,TRPD
Fish,27-0118,2017-08-28,45,90.34,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2017-08-28,26,8.04,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2017-08-28,2,29.9,mpn,,,,,N,,TRPD
Rebecca,27-0192,2017-08-28,1,9.86,mpn,,,,,N,,TRPD
Cleary,70-0022,2017-08-28,25,97,mpn,,,,,N,,TRPD
Cedar,70-0091,2017-08-28,11,9.55,mpn,,,,,N,,TRPD
Bryant,27-0067,2017-08-29,132,471.31,mpn,,,,,Y,ecoli_30dayGM,TRPD
Bryant,27-0067,2017-08-30,308,364.06,mpn,,,,,Y,ecoli_30dayGM,TRPD
Auburn,10-0044,2018-05-21,1,,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-05-21,8,,mpn,,,,,N,,TRPD
French,27-0104,2018-05-21,53,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-05-21,4,,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-05-21,6,,mpn,,,,,N,,TRPD
Fish,27-0118,2018-05-21,1,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-05-21,1,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-05-21,2,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-05-21,1,,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-05-21,16,,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-05-22,17,,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-05-29,1,,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-05-29,101,,mpn,,,,,N,,TRPD
French,27-0104,2018-05-29,36,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-05-29,91,,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-05-29,20,,mpn,,,,,N,,TRPD
Fish,27-0118,2018-05-29,12,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-05-29,8,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-05-29,3,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-05-29,47,,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-05-29,14,,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-05-29,53,,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-06-04,1,,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-06-04,3,,mpn,,,,,N,,TRPD
French,27-0104,2018-06-04,113,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-06-04,56,,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-06-04,5,,mpn,,,,,N,,TRPD
Fish,27-0118,2018-06-04,2,,mpn,,,,,N,,TRPD
